
88,477,5.42045454545455,Oct. 10
88,516,5.86363636363636,Oct. 11
88,538,6.11363636363636,Oct. 12
88,552,6.27272727272727,Oct. 13
88,560,6.36363636363636,Oct. 14
88,572,6.5,Oct. 15
88,577,6.55681818181818,Oct. 16
88,600,6.81818181818182,Oct. 17
88,621,7.05681818181818,Oct. 18
88,641,7.28409090909091,Oct. 19
88,651,7.39772727272727,Oct. 20
88,663,7.53409090909091,Oct. 21
88,670,7.61363636363636,Oct. 22
88,679,7.71590909090909,Oct. 23
88,697,7.92045454545455,Oct. 24
88,716,8.13636363636364,Oct. 25
88,735,8.35227272727273,Oct. 26
88,745,8.46590909090909,Oct. 27
88,752,8.54545454545454,Oct. 28
88,756,8.59090909090909,Oct. 29
88,758,8.61363636363636,Oct. 30
88,766,8.70454545454546,Oct. 31
88,780,8.86363636363636,Nov.  1
88,789,8.96590909090909,Nov.  2
88,795,9.03409090909091,Nov.  3
88,801,9.10227272727273,Nov.  4
88,802,9.11363636363636,Nov.  5
88,802,9.11363636363636,Nov.  6
88,805,9.14772727272727,Nov.  7
88,813,9.23863636363636,Nov.  8
88,826,9.38636363636364,Nov.  9
88,832,9.45454545454546,Nov. 10
88,842,9.56818181818182,Nov. 11
88,845,9.60227272727273,Nov. 12
88,845,9.60227272727273,Nov. 13
88,845,9.60227272727273,Nov. 14
88,855,9.71590909090909,Nov. 15
88,857,9.73863636363636,Nov. 16
88,857,9.73863636363636,Nov. 17
88,862,9.79545454545454,Nov. 18
88,863,9.80681818181818,Nov. 19
88,866,9.84090909090909,Nov. 20
88,866,9.84090909090909,Nov. 21
88,866,9.84090909090909,Nov. 22
88,869,9.875,Nov. 23
88,869,9.875,Nov. 24
88,869,9.875,Nov. 25
88,869,9.875,Nov. 26
88,869,9.875,Nov. 27
88,874,9.93181818181818,Nov. 28
88,876,9.95454545454546,Nov. 29
88,882,10.0227272727273,Nov. 30
88,882,10.0227272727273,Dec.  1
88,882,10.0227272727273,Dec.  2
88,882,10.0227272727273,Dec.  3
88,882,10.0227272727273,Dec.  4
88,882,10.0227272727273,Dec.  5
88,883,10.0340909090909,Dec.  6
88,883,10.0340909090909,Dec.  7
88,883,10.0340909090909,Dec.  8
88,883,10.0340909090909,Dec.  9
88,883,10.0340909090909,Dec. 10
88,883,10.0340909090909,Dec. 11
88,883,10.0340909090909,Dec. 12
88,883,10.0340909090909,Dec. 13
88,883,10.0340909090909,Dec. 14
88,883,10.0340909090909,Dec. 15
88,883,10.0340909090909,Dec. 16
88,883,10.0340909090909,Dec. 17
88,883,10.0340909090909,Dec. 18
88,883,10.0340909090909,Dec. 19
88,883,10.0340909090909,Dec. 20
88,883,10.0340909090909,Dec. 21
88,883,10.0340909090909,Dec. 22
88,883,10.0340909090909,Dec. 23
88,883,10.0340909090909,Dec. 24
88,883,10.0340909090909,Dec. 25
88,883,10.0340909090909,Dec. 26
88,883,10.0340909090909,Dec. 27
88,883,10.0340909090909,Dec. 28
88,883,10.0340909090909,Dec. 29
88,883,10.0340909090909,Dec. 30
88,883,10.0340909090909,Dec. 31
88,883,10.0340909090909,Jan.  1
88,883,10.0340909090909,Jan.  2
88,883,10.0340909090909,Jan.  3
88,883,10.0340909090909,Jan.  4
88,883,10.0340909090909,Jan.  5
88,883,10.0340909090909,Jan.  6
88,883,10.0340909090909,Jan.  7
88,883,10.0340909090909,Jan.  8
88,883,10.0340909090909,Jan.  9
88,883,10.0340909090909,Jan. 10
88,883,10.0340909090909,Jan. 11
88,883,10.0340909090909,Jan. 12
88,883,10.0340909090909,Jan. 13
88,883,10.0340909090909,Jan. 14
88,883,10.0340909090909,Jan. 15
88,883,10.0340909090909,Jan. 16
88,883,10.0340909090909,Jan. 17
88,883,10.0340909090909,Jan. 18
88,883,10.0340909090909,Jan. 19
88,883,10.0340909090909,Jan. 20
88,883,10.0340909090909,Jan. 21
88,883,10.0340909090909,Jan. 22
88,883,10.0340909090909,Jan. 23
88,883,10.0340909090909,Jan. 24
88,883,10.0340909090909,Jan. 25
88,883,10.0340909090909,Jan. 26
88,883,10.0340909090909,Jan. 27
88,883,10.0340909090909,Jan. 28
88,883,10.0340909090909,Jan. 29
88,883,10.0340909090909,Jan. 30
88,883,10.0340909090909,Jan. 31
88,883,10.0340909090909,Feb.  1
88,883,10.0340909090909,Feb.  2
88,883,10.0340909090909,Feb.  3
88,883,10.0340909090909,Feb.  4
88,883,10.0340909090909,Feb.  5
88,883,10.0340909090909,Feb.  6
88,883,10.0340909090909,Feb.  7
88,883,10.0340909090909,Feb.  8
88,884,10.0454545454545,Feb.  9
88,884,10.0454545454545,Feb. 10
88,884,10.0454545454545,Feb. 11
88,884,10.0454545454545,Feb. 12
88,884,10.0454545454545,Feb. 13
88,884,10.0454545454545,Feb. 14
88,884,10.0454545454545,Feb. 15
88,884,10.0454545454545,Feb. 16
88,884,10.0454545454545,Feb. 17
88,884,10.0454545454545,Feb. 18
88,884,10.0454545454545,Feb. 19
